canon_key,phrase_norm,freq,row_id
cubic,cubic,20,686
exclusive,exclusive,20,687
ferrous,ferrous,20,688
geothermal,geothermal,20,689
illegal,illegal,20,690
immediate,immediate,20,691
large quantities,large quantities,20,692
leading,leading,20,693
mountainous,mountainous,20,694
not available,not available,20,695
not found,not found,20,696
opioid,opioid,20,697
other types,other types,20,698
residential,residential,20,699
respective,respective,20,700
reusable,reusable,20,701
roasted,roasted,20,702
shaped,shaped,20,703
11th,11th,19,704
alternate,alternate,19,705
apparent,apparent,19,706
christian,christian,19,707
clinical features,clinical features,19,708
concentric,concentric,19,709
cosmic,cosmic,19,710
dead,dead,19,711
distinctive features,distinctive features,19,712
dutch,dutch,19,713
elliptical,elliptical,19,714
emotional,emotional,19,715
empirical,empirical,19,716
floppy,floppy,19,717
gold leaf,gold leaf,19,718
known,known,19,719
layered,layered,19,720
most species,most species,19,721
musical,musical,19,722
occupational,occupational,19,723
offline,offline,19,724
ornamental,ornamental,19,725
outstanding,outstanding,19,726
physiological,physiological,19,727
programmable,programmable,19,728
progressive,progressive,19,729
radial,radial,19,730
readable,readable,19,731
recent years,recent years,19,732
ritual,ritual,19,733
scenic,scenic,19,734
secret,secret,19,735
shell,shell,19,736
spinal,spinal,19,737
submarine,submarine,19,738
unstable,unstable,19,739
variant,variant,19,740
above,above,18,741
adverse,adverse,18,742
aggregate,aggregate,18,743
analogous,analogous,18,744
archaic,archaic,18,745
arithmetic,arithmetic,18,746
cast iron,cast iron,18,747
centralized,centralized,18,748
civilian,civilian,18,749
coaxial,coaxial,18,750
conical,conical,18,751
continental,continental,18,752
delicate,delicate,18,753
different levels,different levels,18,754
epigenetic,epigenetic,18,755
finite,finite,18,756
fluid,fluid,18,757
focal,focal,18,758
institutional,institutional,18,759
intelligent,intelligent,18,760
kinetic,kinetic,18,761
mammalian,mammalian,18,762
many years,many years,18,763
mass,mass,18,764
noble,noble,18,765
nominal,nominal,18,766
northeastern,northeastern,18,767
octagonal,octagonal,18,768
optimal,optimal,18,769
other parts,other parts,18,770
pro,pro,18,771
realistic,realistic,18,772
reduced,reduced,18,773
reflective,reflective,18,774
squall lines,squall lines,18,775
sudden,sudden,18,776
symbolic,symbolic,18,777
varied,varied,18,778
waterproof,waterproof,18,779
artistic,artistic,17,780
astronomical,astronomical,17,781
borosilicate,borosilicate,17,782
brief,brief,17,783
connected,connected,17,784
cool,cool,17,785
cranial,cranial,17,786
disabled,disabled,17,787
dry lines,dry lines,17,788
earlier versions,earlier versions,17,789
executive,executive,17,790
explicit,explicit,17,791
extant,extant,17,792
frequency,frequency,17,793
indicative,indicative,17,794
inflatable,inflatable,17,795
intellectual,intellectual,17,796
irish,irish,17,797
lexical,lexical,17,798
meaningful,meaningful,17,799
narrow bands,narrow bands,17,800
navigational,navigational,17,801
net,net,17,802
northwestern,northwestern,17,803
not been,not been,17,804
not yet,not yet,17,805
noteworthy,noteworthy,17,806
objective,objective,17,807
other animals,other animals,17,808
productive,productive,17,809
redundant,redundant,17,810
severe weather,severe weather,17,811
simplified,simplified,17,812
sticky,sticky,17,813
valid,valid,17,814
verbal,verbal,17,815
accent,accent,16,816
aggressive,aggressive,16,817
alcoholic,alcoholic,16,818
applicable,applicable,16,819
competitive,competitive,16,820
complicated,complicated,16,821
concentrated,concentrated,16,822
concrete slabs,concrete slabs,16,823
conspicuous,conspicuous,16,824
convenient,convenient,16,825
corrugated,corrugated,16,826
derivative,derivative,16,827
ergonomic,ergonomic,16,828
everyday,everyday,16,829
firm,firm,16,830
frozen,frozen,16,831
informal,informal,16,832
intrinsic,intrinsic,16,833
laminal,laminal,16,834
lengthy,lengthy,16,835
many languages,many languages,16,836
military use,military use,16,837
more features,more features,16,838
not necessarily,not necessarily,16,839
open water,open water,16,840
other ingredients,other ingredients,16,841
other species,other species,16,842
pixel,pixel,16,843
plentiful,plentiful,16,844
polypeptide,polypeptide,16,845
premature,premature,16,846
qualified,qualified,16,847
ready,ready,16,848
repetitive,repetitive,16,849
soviet,soviet,16,850
special features,special features,16,851
stick,stick,16,852
synchronous,synchronous,16,853
systematic,systematic,16,854
twisted,twisted,16,855
uncommon,uncommon,16,856
unified,unified,16,857
unknown,unknown,16,858
unleaded,unleaded,16,859
usable,usable,16,860
voiceless,voiceless,16,861
volatile,volatile,16,862
wrought,wrought,16,863
8th,8th,15,864
accidental,accidental,15,865
ancestral,ancestral,15,866
arch,arch,15,867
asian,asian,15,868
associated,associated,15,869
automotive,automotive,15,870
bandwidth,bandwidth,15,871
bulk,bulk,15,872
colorful,colorful,15,873
connective tissue,connective tissue,15,874
conservative,conservative,15,875
coral,coral,15,876
creep,creep,15,877
crude,crude,15,878
demographic,demographic,15,879
disposable,disposable,15,880
electrical power,electrical power,15,881
elementary,elementary,15,882
extensible,extensible,15,883
extra features,extra features,15,884
floral,floral,15,885
fourth,fourth,15,886
galvanized,galvanized,15,887
graphic,graphic,15,888
hot springs,hot springs,15,889
hydrothermal,hydrothermal,15,890
impaired,impaired,15,891
indirect,indirect,15,892
infinite,infinite,15,893
influential,influential,15,894
israeli,israeli,15,895
macro,macro,15,896
many new features,many new features,15,897
mature,mature,15,898
morphological features,morphological features,15,899
